year,section,indicator,indicator_zh,category,reported_value,reported_unit,normalization_multiplier,value,unit,yoy_pct,share_pct,source_organization,source_url,source_sha256,retrieved_on,data_label,extraction_method
2024,income,fisher_per_capita_net_income,渔民人均纯收入,total,27131.0,元,1.0,27131.0,RMB/person/year,5.25,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,population,fishery_population,渔业人口,total,1582.47,万人,10000.0,15824700.0,persons,-1.01,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,population,fishery_workforce,渔业从业人员,total,1174.17,万人,10000.0,11741700.0,persons,-0.18,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,population,traditional_fishers,传统渔民,total,488.08,万人,10000.0,4880800.0,persons,-3.59,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,cold_storage_units,水产冷库,total,9737.0,座,1.0,9737.0,count,,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,processed_products,水产加工品总量,freshwater,496.19,万吨,10000.0,4961900.0,tonnes,2.02,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,processed_products,水产加工品总量,marine,1757.57,万吨,10000.0,17575700.0,tonnes,2.59,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,processed_products,水产加工品总量,total,2253.76,万吨,10000.0,22537600.000000004,tonnes,2.47,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,processing_enterprises,水产加工企业,total,9581.0,个,1.0,9581.0,count,,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,products_used_for_processing,用于加工的水产品总量,freshwater,638.43,万吨,10000.0,6384299.999999999,tonnes,-0.4,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,products_used_for_processing,用于加工的水产品总量,marine,2009.57,万吨,10000.0,20095700.0,tonnes,1.36,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,products_used_for_processing,用于加工的水产品总量,total,2647.99,万吨,10000.0,26479899.999999996,tonnes,0.93,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,trade_deficit,水产品贸易逆差,total,23.57,亿美元,100.0,2357.0,million USD,,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,trade_value,水产品出口额,export,207.4,亿美元,100.0,20740.0,million USD,1.35,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,trade_value,水产品进口额,import,230.97,亿美元,100.0,23097.0,million USD,-2.85,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,trade_value,水产品进出口额,total,438.36,亿美元,100.0,43836.0,million USD,-0.91,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,trade_volume,水产品出口量,export,423.96,万吨,10000.0,4239600.0,tonnes,11.62,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,trade_volume,水产品进口量,import,693.24,万吨,10000.0,6932400.0,tonnes,2.52,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,processing_trade,trade_volume,水产品进出口量,total,1117.2,万吨,10000.0,11172000.0,tonnes,5.79,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,production,aquaculture_production,养殖产量,total,6060.03,万吨,10000.0,60600300.0,tonnes,4.31,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,production,aquatic_products_per_capita,水产品人均占有量,total,52.25,千克,1.0,52.25,kg/person/year,3.51,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,production,capture_production,捕捞产量,total,1297.56,万吨,10000.0,12975600.0,tonnes,-0.69,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,production,distant_water_capture,远洋渔业产量,distant_water,218.91,万吨,10000.0,2189100.0,tonnes,-5.74,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,production,freshwater_products,淡水产品产量,freshwater,3648.72,万吨,10000.0,36487200.0,tonnes,3.34,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,production,marine_products,海水产品产量,marine,3708.87,万吨,10000.0,37088700.0,tonnes,3.45,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
2024,production,total_aquatic_products,水产品总产量,total,7357.59,万吨,10000.0,73575900.0,tonnes,3.39,,Ministry of Agriculture and Rural Affairs of the PRC,https://yyj.moa.gov.cn/gzdt/202507/t20250707_6475475.htm,a4ad7bbeb571678b5ddc776c9e08013b1e7f921a286da1908273de51b723022b,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official HTML text
