year,geography_code,geography,indicator,indicator_zh,reported_value,reported_unit,normalization_multiplier,value,unit,yoy_pct,category_basis,source_organization,source_url,source_sha256,retrieved_on,data_label,extraction_method
2025,CHN,China,total_aquatic_products,水产品总产量,7657.0,万吨,10000.0,76570000.0,tonnes,4.1,production method,National Bureau of Statistics of China,https://www.stats.gov.cn/sj/zxfb/202602/t20260228_1962662.html,de6f87a7964b23bb4f5bb51ae03e2e42844eccb8fe86112091494cc80237a3ec,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official statistical communique HTML
2025,CHN,China,aquaculture_production,养殖产量,6324.0,万吨,10000.0,63240000.0,tonnes,4.4,production method,National Bureau of Statistics of China,https://www.stats.gov.cn/sj/zxfb/202602/t20260228_1962662.html,de6f87a7964b23bb4f5bb51ae03e2e42844eccb8fe86112091494cc80237a3ec,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official statistical communique HTML
2025,CHN,China,capture_production,捕捞产量,1333.0,万吨,10000.0,13330000.0,tonnes,2.7,production method,National Bureau of Statistics of China,https://www.stats.gov.cn/sj/zxfb/202602/t20260228_1962662.html,de6f87a7964b23bb4f5bb51ae03e2e42844eccb8fe86112091494cc80237a3ec,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official statistical communique HTML
2025,CN-ZJ,Zhejiang,total_aquatic_products,水产品总产量,730.0,万吨,10000.0,7300000.0,tonnes,4.5,water body,Zhejiang Provincial Bureau of Statistics / NBS Zhejiang Survey Office,https://zjzd.stats.gov.cn/zwgk/zfxxgkml/tjxx/tjgb/art/2026/art_48c3c7315981425f9c25b53eab4d65d0.html,e7b3885b1e0a8f41ac12cf0ea16df3c70bbe6ce8f9c13418a32b0807d186580e,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official statistical communique HTML
2025,CN-ZJ,Zhejiang,marine_products,海水产品产量,561.0,万吨,10000.0,5610000.0,tonnes,4.3,water body,Zhejiang Provincial Bureau of Statistics / NBS Zhejiang Survey Office,https://zjzd.stats.gov.cn/zwgk/zfxxgkml/tjxx/tjgb/art/2026/art_48c3c7315981425f9c25b53eab4d65d0.html,e7b3885b1e0a8f41ac12cf0ea16df3c70bbe6ce8f9c13418a32b0807d186580e,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official statistical communique HTML
2025,CN-ZJ,Zhejiang,freshwater_products,淡水产品产量,169.0,万吨,10000.0,1690000.0,tonnes,5.1,water body,Zhejiang Provincial Bureau of Statistics / NBS Zhejiang Survey Office,https://zjzd.stats.gov.cn/zwgk/zfxxgkml/tjxx/tjgb/art/2026/art_48c3c7315981425f9c25b53eab4d65d0.html,e7b3885b1e0a8f41ac12cf0ea16df3c70bbe6ce8f9c13418a32b0807d186580e,2026-07-23,经过处理的数据（公开来源）,deterministic regex over official statistical communique HTML
